Stop_distance_mm,Right_distance_mm,Left_distance_mm,Decision,Moving_distance_mm
0.457867554,30,32,left,10
0.678828687,28,42,left,12
0.8024333,27,41,left,12
0.446796302,34,37,left,13
0.228388893,31,33,left,11
0.306207611,34,34,left,11
0.501873748,28,41,left,12
0.920785135,27,40,left,10
0.161632806,31,30,right,13
0.622398504,26,45,left,10
0.128130225,35,28,right,12
0.699186013,25,45,left,13
0.262184519,29,31,left,12
0.841840487,29,38,left,11
0.141562265,32,38,left,15
0.585942339,33,27,right,13
0.299797018,29,30,left,10
0.310474082,30,45,left,11
0.83932846,32,44,left,12
0.485688604,34,36,left,11
0.470638145,25,29,left,12
0.119485209,32,36,left,12
0.269273147,35,42,left,14
0.226405892,25,27,left,12
0.198043218,32,39,left,14
0.722553525,31,27,right,10
0.128039938,32,27,right,12
0.598902688,25,38,left,11
0.973427661,33,45,left,11
0.649475115,26,32,left,14
0.885480128,31,37,left,13
0.746585089,34,42,left,13
0.851795725,35,39,left,12
0.463413038,33,34,left,12
0.475202212,25,29,left,11
0.233282085,35,25,right,10
0.420570368,34,27,right,14
0.408046878,27,43,left,11
0.935176943,35,35,left,13
0.078132078,28,31,left,12
0.892498906,25,34,left,11
0.567088718,27,34,left,12
0.717817464,30,43,left,11
0.581990194,28,32,left,14
0.770115703,35,37,left,11
0.517154328,33,28,right,11
0.70790742,26,30,left,10
0.248080195,32,45,left,14
0.624196753,33,31,right,13
0.731918699,25,31,left,10
0.65782498,25,40,left,11
0.38175117,33,43,left,11
0.927011723,34,36,left,15
0.777520565,34,26,right,13
0.812689311,34,41,left,15
0.616670658,27,41,left,11
0.731130025,29,28,right,11
0.658873038,27,31,left,15
0.599971845,32,30,right,14
0.260716591,33,33,left,10
0.92312859,27,44,left,15
0.869250347,33,39,left,12
0.335269163,32,36,left,12
0.935605942,25,38,left,11
0.050532343,25,39,left,12
0.964302331,30,38,left,14
0.596561711,29,32,left,13
0.348801554,32,45,left,15
0.551980386,28,35,left,10
0.338000421,33,44,left,14
0.616674433,27,25,right,10
0.248622132,30,26,right,15
0.348790636,27,37,left,11
0.078060585,29,31,left,15
0.085323795,32,40,left,12
0.354986503,28,25,right,14
0.905935693,31,35,left,15
0.406651073,35,39,left,12
0.034847394,26,38,left,13
0.07562596,32,38,left,10
0.664572235,35,32,right,12
0.400005518,32,27,right,10
0.707094115,25,35,left,10
0.306988507,27,25,right,10
0.354885405,25,40,left,14
0.166533612,34,39,left,14
0.31844447,31,28,right,13
0.04789655,35,41,left,15
0.482029664,34,25,right,11
0.452140086,35,27,right,11
0.229970972,31,45,left,11
0.452669086,25,25,left,10
0.138628983,29,36,left,10
0.954038376,32,34,left,13
0.155257635,30,32,left,11
0.523959627,35,37,left,12
0.697126574,26,29,left,11
0.435406296,31,36,left,10
0.651578758,35,30,right,12
0.967013461,26,44,left,15
0.095044439,31,39,left,10
0.451740323,25,32,left,14
0.684861797,27,35,left,12
0.816253692,25,42,left,14
0.441983262,26,32,left,14
0.701569405,26,38,left,15
0.020194811,34,28,right,14
0.554908724,33,31,right,12
0.727577094,35,32,right,15
0.101090633,29,39,left,15
0.392313266,31,41,left,13
0.653460235,26,34,left,15
0.801534957,34,28,right,15
0.907291295,30,38,left,12
0.813613601,29,39,left,15
0.021830899,28,45,left,14
0.917295883,29,32,left,11
0.156390368,35,35,left,12
0.68099165,33,36,left,15
0.975063821,34,42,left,10
0.987316874,29,36,left,11
0.827181764,26,44,left,10
0.291240004,34,36,left,13
0.293916505,31,25,right,14
0.700378894,29,36,left,14
0.395132843,34,30,right,15
0.627250325,31,44,left,15
0.430779935,28,39,left,11
0.029776003,25,29,left,11
0.554184059,29,40,left,11
0.740714591,25,35,left,13
0.372411126,32,29,right,12
0.374996286,31,39,left,11
0.092569305,26,45,left,13
0.594703001,31,37,left,14
0.437075234,28,40,left,15
0.059750713,30,40,left,10
0.15922227,28,42,left,12
0.596174458,26,40,left,12
0.872623024,30,27,right,12
0.907627858,27,45,left,14
0.996963453,27,28,left,13
0.083823736,27,41,left,15
0.60341346,35,43,left,15
0.561007909,25,43,left,13
0.746212023,31,28,right,15
0.764479278,35,32,right,14
0.213314697,28,28,left,10
0.312353953,35,36,left,12
0.097762643,33,29,right,13
0.90607875,27,29,left,11
0.007924603,25,29,left,15
0.649477476,33,40,left,13
0.389585668,29,27,right,11
0.291095128,29,39,left,13
0.937816603,30,28,right,12
0.531885962,25,29,left,11
0.314426218,29,44,left,15
0.695405365,31,42,left,12
0.610602014,29,43,left,14
0.00755053,28,29,left,15
0.493418545,34,42,left,14
0.19557799,29,27,right,15
0.806795888,30,42,left,13
0.493797009,27,32,left,15
0.776203853,26,43,left,15
0.762881339,27,44,left,13
0.725957967,31,31,left,14
0.099697682,34,31,right,10
0.587431466,28,38,left,10
0.155046606,28,27,right,11
0.112230751,28,34,left,14
0.645740227,29,35,left,11
0.983262776,35,25,right,13
0.1158474,29,29,left,11
0.759479056,32,41,left,14
0.473857791,25,43,left,13
0.684723193,27,34,left,13
0.026124173,26,34,left,13
0.461106392,29,29,left,15
0.575039312,29,33,left,10
0.434169124,33,37,left,11
0.369004225,30,45,left,12
0.677941074,31,37,left,10
0.259285612,28,45,left,10
0.097713332,32,32,left,15
0.969480391,27,33,left,10
0.22737026,29,28,right,10
0.899301518,27,28,left,10
0.613370345,33,32,right,11
0.479841741,32,43,left,10
0.173411959,33,30,right,10
0.127624369,25,32,left,13
0.368160029,35,39,left,10
0.057510145,30,44,left,13
0.360492507,34,42,left,13
0.337069704,34,40,left,12
0.882159285,30,36,left,12
0.762792262,25,32,left,12
0.370500947,26,40,left,14
0.048778218,30,28,right,13
0.628103783,28,27,right,14
0.143208816,35,40,left,13
0.682440884,29,29,left,14
0.262741956,35,25,right,13
0.125524929,35,42,left,11
0.262861559,33,27,right,13
0.312251596,30,31,left,15
0.52265356,27,33,left,14
0.892860481,27,40,left,11
0.46085618,30,38,left,11
0.205795306,29,36,left,12
0.558577692,35,39,left,13
0.050499092,35,39,left,10
0.002622512,27,33,left,14
0.518903519,29,27,right,11
0.886511752,30,39,left,11
0.191822127,32,29,right,12
0.716209866,26,33,left,15
0.6947657,27,43,left,10
0.196663281,34,43,left,11
0.634767165,35,35,left,15
0.300012754,26,25,right,12
0.851266535,30,28,right,14
0.085067385,25,45,left,11
0.623939268,25,30,left,12
0.802983006,33,27,right,13
0.143900003,28,26,right,12
0.157388546,26,32,left,13
0.534177547,33,27,right,10
0.984532105,32,27,right,11
0.499171779,31,28,right,14
0.255450265,31,38,left,12
0.836539837,35,33,right,15
0.208146876,30,40,left,12
0.502408695,34,35,left,12
0.203889811,27,43,left,13
0.496749421,29,45,left,15
0.338039019,30,35,left,11
0.717821441,34,34,left,10
0.495193726,34,40,left,13
0.848832645,32,28,right,15
0.70856774,34,29,right,13
0.919620823,35,25,right,11
0.158548366,31,27,right,11
0.549350206,26,31,left,13
0.223889467,28,42,left,12
0.314857171,30,38,left,14
0.025838578,28,42,left,12
0.143441389,33,26,right,14
0.016992253,25,29,left,12
0.348535174,35,27,right,10
0.090712033,27,42,left,10
0.86124474,27,30,left,15
0.2556298,31,36,left,11
0.224659989,32,40,left,14
0.177505004,26,43,left,12
0.506891744,25,44,left,10
0.209081277,25,33,left,14
0.113097944,30,38,left,10
0.957815098,32,27,right,11
0.951099143,33,34,left,13
0.418735812,27,37,left,12
0.314811716,35,25,right,13
0.841061844,27,40,left,11
0.005378395,34,34,left,13
0.031619855,30,41,left,11
0.862674644,31,35,left,13
0.499123568,33,36,left,15
0.424093927,31,26,right,12
0.060505979,31,29,right,12
0.992516191,33,37,left,10
0.658550697,26,42,left,12
0.680760457,35,44,left,15
0.415573785,25,41,left,10
0.279015745,29,38,left,11
0.648696274,28,26,right,14
0.47297898,29,38,left,11
0.29330005,34,26,right,12
0.339980048,32,30,right,11
0.447032889,31,41,left,13
0.842375415,32,28,right,13
0.395748417,29,35,left,10
0.993726914,26,28,left,10
0.780879844,29,38,left,15
0.533274399,35,39,left,11
0.142817862,27,43,left,15
0.311030741,25,43,left,12
0.927835462,25,29,left,13
0.37879042,29,35,left,15
0.696933389,25,25,left,13
0.680107653,30,44,left,13
0.902961741,30,45,left,13
0.183599832,33,28,right,12
0.247196236,32,31,right,13
0.608605138,30,37,left,13
0.86455986,31,35,left,15
0.915127079,34,30,right,13
0.739289855,30,34,left,11
0.755429036,35,35,left,11
0.16731529,31,42,left,10
0.4513921,34,32,right,10
0.142486231,30,43,left,11
0.677244143,33,38,left,13
0.356785074,31,39,left,14
0.232463074,34,26,right,10
0.156689787,28,27,right,10
0.403218042,25,37,left,10
0.370827,28,36,left,12
0.884575419,31,45,left,11
0.634327359,34,41,left,13
0.946145627,28,31,left,12
0.510149688,27,38,left,13
0.049442123,30,30,left,10
0.729257124,32,37,left,15
0.681650199,33,28,right,14
0.675557627,27,27,left,11
0.775295377,30,28,right,11
0.516551383,32,43,left,15
0.670421756,31,40,left,15
0.698570634,28,30,left,11
0.903452528,34,37,left,11
0.586627716,32,42,left,13
0.165829413,25,39,left,11
0.254738252,33,30,right,14
0.132887751,34,25,right,14
0.891788312,28,26,right,15
0.999038596,26,41,left,11
0.738191928,34,41,left,13
0.191854446,35,33,right,14
0.118219377,33,37,left,15
0.888031735,26,36,left,13
0.412650195,29,40,left,11
0.89099995,29,37,left,15
0.685416425,33,42,left,12
0.320758512,31,42,left,11
0.940736775,26,32,left,10
0.203656115,34,37,left,14
0.581827893,27,36,left,12
0.908787779,33,33,left,15
0.192887663,33,42,left,10
0.621498983,35,28,right,10
0.012892248,29,36,left,14
0.021129243,30,27,right,11
0.422084632,28,35,left,13
0.760230848,34,45,left,13
0.358101065,26,27,left,14
0.048896711,28,30,left,13
0.496620418,31,32,left,15
0.565032124,27,45,left,14
0.906098357,35,40,left,15
0.191247392,33,26,right,10
0.451514706,26,44,left,10
0.101497406,32,29,right,13
0.894095797,34,41,left,13
0.82744156,28,33,left,14
0.937168789,29,35,left,13
0.478435284,33,43,left,15
0.176510346,35,42,left,15
0.915269131,30,35,left,15
0.920950362,34,44,left,15
0.272815549,32,43,left,10
0.232096668,27,43,left,13
0.452399796,31,38,left,11
0.04521334,29,43,left,12
0.821874065,31,36,left,11
0.648019662,28,42,left,10
0.415364308,34,28,right,13
0.664136239,28,32,left,15
0.336303667,33,35,left,15
0.398411781,32,28,right,15
0.872496517,27,36,left,11
0.172599516,27,31,left,12
0.38907854,29,36,left,11
0.671217558,34,26,right,15
0.817888969,35,25,right,11
0.39690015,35,26,right,11
0.783185897,29,42,left,11
0.027594822,26,35,left,15
0.806495505,34,37,left,13
0.609995521,28,36,left,10
0.864762477,26,39,left,13
0.120645692,34,25,right,15
0.334016493,25,36,left,10
0.044231016,29,36,left,12
0.724876848,27,31,left,13
0.402636843,26,33,left,10
0.776247713,33,27,right,10
0.818279391,28,45,left,15
0.042341561,34,28,right,10
0.269098813,29,31,left,12
0.167243301,32,30,right,14
0.342205293,34,28,right,10
0.227453578,25,27,left,13
0.066049481,28,33,left,11
0.339099807,35,33,right,13
0.294939754,30,28,right,12
0.067500904,29,41,left,14
0.450496386,34,35,left,14
0.455174405,33,26,right,11
0.800995739,29,44,left,13
0.167201303,30,25,right,10
0.608732156,33,25,right,15
0.492491861,29,39,left,13
0.219350933,27,30,left,15
0.625580907,32,28,right,13
0.452494492,33,45,left,15
0.000247817,28,37,left,10
0.362139268,28,26,right,12
0.369567879,35,43,left,11
0.412755067,31,33,left,15
0.519187068,30,32,left,13
0.080994221,35,27,right,14
0.637001586,34,25,right,15
0.905772992,35,31,right,14
0.147122631,34,39,left,15
0.599239281,30,44,left,14
0.687861359,25,27,left,11
0.82001579,28,44,left,10
0.947018846,31,28,right,13
0.7779393,35,33,right,12
0.214172156,33,34,left,11
0.567947015,27,32,left,11
0.876077382,28,32,left,15
0.653652374,25,42,left,11
0.445419877,26,40,left,12
0.433787657,34,29,right,10
0.531276517,35,39,left,15
0.761299972,28,44,left,10
0.432080836,32,29,right,13
0.839549839,30,30,left,11
0.111313445,28,26,right,14
0.102166795,32,35,left,14
0.110338205,30,41,left,12
0.497191292,25,43,left,12
0.681193265,34,26,right,11
0.307080594,29,36,left,10
0.675441511,35,42,left,10
0.055034224,25,35,left,10
0.285388122,29,41,left,11
0.414303565,35,34,right,12
0.866535796,31,42,left,13
0.97636942,25,25,left,10
0.970369213,29,30,left,15
0.591235086,33,38,left,11
0.555827081,25,43,left,10
0.854524122,30,35,left,14
0.998073794,33,45,left,10
0.568495559,28,37,left,13
0.248454915,27,38,left,14
0.843717007,28,41,left,15
0.047049279,26,35,left,11
0.674160701,32,34,left,12
0.94799695,30,29,right,11
0.644543423,29,34,left,15
0.355758565,34,28,right,14
0.57877907,30,34,left,15
0.561108657,32,31,right,13
0.765524626,25,41,left,14
0.438657952,35,37,left,12
0.790518263,31,43,left,15
0.34413307,29,35,left,11
0.941100144,26,29,left,13
0.265637296,29,27,right,10
0.904920211,27,33,left,15
0.587985679,26,27,left,12
0.84718927,26,26,left,11
0.505156412,31,44,left,15
0.388389408,32,39,left,13
0.311230302,25,38,left,14
0.284566954,31,31,left,13
0.006067229,30,40,left,14
0.89312349,28,25,right,15
0.019034236,29,28,right,10
0.038301875,29,45,left,10
0.726689932,34,44,left,11
0.199722871,25,29,left,15
0.597980163,31,42,left,11
0.628338106,34,36,left,12
0.681414925,32,36,left,12
0.981355048,31,32,left,13
0.291670232,35,40,left,12
0.99103399,33,36,left,12
0.127036523,29,40,left,13
0.619229893,35,26,right,15
0.866067135,27,38,left,12
0.648270459,30,43,left,11
0.025514397,33,37,left,15
0.133051412,34,38,left,13
0.401631301,26,31,left,11
0.527099091,30,39,left,13
0.386599159,31,43,left,11
0.562048388,35,36,left,13
0.573267745,29,41,left,10
0.961733502,25,44,left,13
0.097984173,29,44,left,10
0.737179738,34,38,left,15
0.927495227,27,41,left,10
0.003744003,25,42,left,11
0.718930267,33,44,left,15
0.887738123,28,30,left,13
0.390765694,35,34,right,14
0.716087264,33,41,left,10
0.671877818,34,33,right,10
0.096317484,28,31,left,11
0.73275713,35,38,left,11
0.094157273,29,31,left,15
0.294868543,30,28,right,13
0.477871659,28,45,left,11
0.83479476,25,45,left,11
0.894762177,26,28,left,15
0.873019786,28,32,left,12
0.914137974,29,38,left,11
0.758362704,28,41,left,10
0.444897087,25,37,left,11
0.660731281,33,31,right,10
0.798636408,30,39,left,14
0.237969743,29,40,left,15
0.403639448,28,38,left,14
0.555029713,35,43,left,15
0.230812692,28,31,left,10
0.228256484,28,29,left,15
0.337615683,26,31,left,14
0.164387075,28,26,right,15
0.707076695,28,27,right,12
0.606419531,30,34,left,10
0.65451216,34,43,left,14
0.885792824,33,27,right,15
0.379558757,33,39,left,12
0.822404288,32,29,right,15
0.660505793,30,40,left,15
0.995956071,31,42,left,10
0.847131918,33,30,right,13
0.289852044,31,32,left,12
0.750271963,29,28,right,13
0.27273031,34,29,right,10
0.179640142,31,35,left,10
0.590077043,35,25,right,15
0.984673708,33,34,left,11
0.853824529,33,44,left,13
0.117048012,30,36,left,11
0.43573305,31,27,right,15
0.946759437,29,43,left,11
0.797223918,34,43,left,11
0.338744781,34,35,left,10
0.588264917,34,38,left,14
0.718635283,28,38,left,11
0.313609127,35,44,left,14
0.227398111,35,30,right,10
0.242210468,32,25,right,12
0.166375517,33,34,left,13
0.980225697,31,28,right,15
0.281132366,27,31,left,12
0.719722076,35,33,right,10
0.263854959,31,37,left,10
0.509741635,28,39,left,12
0.098529203,26,25,right,11
0.441185257,27,28,left,14
0.216981766,35,33,right,10
0.019961223,34,33,right,12
0.145081646,34,26,right,11
0.242181656,33,37,left,12
0.901502933,29,27,right,12
0.094124983,28,43,left,12
0.617797819,34,36,left,10
0.413895525,34,36,left,15
0.75473102,27,40,left,10
0.153129665,26,35,left,10
0.70211499,27,37,left,15
0.762401326,33,35,left,12
0.911620953,33,31,right,11
0.206808125,31,36,left,11
0.70611837,27,28,left,10
0.643418483,32,36,left,15
0.506326861,30,38,left,11
0.241345785,29,30,left,10
0.61507368,29,45,left,12
0.883215396,27,43,left,11
0.19864998,30,38,left,11
0.120681115,25,33,left,13
0.364461256,27,32,left,12
0.730369581,26,42,left,13
0.06175456,32,32,left,13
0.458967438,31,35,left,14
0.950248276,34,28,right,14
0.41865012,25,44,left,13
0.701787219,26,25,right,10
0.70862649,35,28,right,10
0.943723958,33,37,left,10
0.974664015,28,25,right,13
0.490764536,30,42,left,15
0.020675532,25,36,left,10
0.431571037,32,28,right,14
0.137911472,33,28,right,11
0.968296361,29,43,left,13
0.964247243,32,33,left,12
0.444563168,35,25,right,10
0.771809214,30,33,left,14
0.712150752,33,41,left,15
0.396827231,26,26,left,13
0.574125133,34,44,left,15
0.565979783,34,26,right,11
0.150188435,29,25,right,14
0.535518851,27,29,left,14
0.953787801,35,35,left,12
0.212044553,29,40,left,12
0.830420119,34,39,left,10
0.737019417,29,29,left,15
0.816325899,25,36,left,13
0.059691967,28,37,left,14
0.651866805,25,40,left,15
0.120401134,31,41,left,13
0.523397702,28,41,left,14
0.001635165,26,31,left,14
0.882065294,25,36,left,14
0.879608958,28,34,left,12
0.29388099,34,40,left,10
0.885748926,30,25,right,13
0.818858305,30,42,left,15
0.209074645,26,31,left,13
0.861778692,32,42,left,10
0.078716399,26,27,left,15
0.001645987,28,29,left,11
0.444333922,26,28,left,12
0.368561693,34,27,right,11
0.246322017,35,38,left,12
0.248439831,26,45,left,13
0.307042166,32,31,right,10
0.01543888,33,43,left,11
0.370620181,35,34,right,14
0.705401936,32,36,left,12
0.622455467,30,33,left,15
0.674905068,32,33,left,14
0.034512563,27,31,left,15
0.704932928,26,32,left,11
0.307872203,27,25,right,13
0.561409202,30,26,right,12
0.282207802,26,34,left,14
0.3613603,26,43,left,11
0.485672651,26,40,left,15
0.328331489,31,31,left,15
0.299860268,35,42,left,12
0.65289898,32,33,left,10
0.991594331,31,44,left,15
0.973334726,29,29,left,13
0.429321494,30,33,left,14
0.025821467,31,28,right,11
0.570028782,29,32,left,14
0.61325387,26,27,left,15
0.485863269,26,25,right,13
0.472201711,27,36,left,11
0.638143633,29,28,right,15
0.653316243,26,25,right,13
0.12387015,32,39,left,10
0.624302822,34,40,left,10
0.832049886,30,25,right,13
0.00874993,29,36,left,14
0.494671258,28,41,left,13
0.593845954,25,35,left,10
0.86281043,26,26,left,11
0.514491658,34,44,left,11
0.982921786,34,32,right,15
